ticket_id,account_id,customer_segment,uk_region,support_channel,product_area,issue_category,priority_initial,submitted_at,day_of_week,hour_of_day,customer_tenure_months,contract_value_gbp,previous_tickets_90d,avg_sentiment_score,customer_message,message_length,contains_urgent_keyword,contains_refund_keyword,agent_queue_length_at_submit,assigned_agent,agent_experience_months,backlog_age_hours,first_response_minutes,reopened_last_90d,resolved_at,escalated_prior_to_resolution,resolution_hours,final_priority,sla_breached
TCK-202503772,ACC-41021,Mid-Market,Scotland,chat,Reporting,bug,Medium,2025-09-18 03:20:00,Thursday,3,17.0,9156.15,2,-0.032,Customer reports bug in Reporting. They need help because the customer is threatening cancellation.,99,0,0,9.0,Sophie,9,21.021744199904898,455.25817773914594,0,2025-09-19 06:18:54,0,26.98,Medium,0
TCK-202503773,ACC-82773,SMB,South East,email,Billing,billing_query,High,2025-09-11 02:59:00,Thursday,2,12.0,9766.44,4,-0.414,Client asks for urgent support regarding billing query; impact: the issue affects only one user. ASAP. Customer mentions refund.,128,1,1,22.0,Harry,47,2.2510470663960103,424.31571115818065,0,2025-09-12 00:09:29,1,21.17,High,0
TCK-202503774,ACC-62988,Enterprise,London,chat,Mobile App,how_to,Critical,2025-10-16 06:03:00,Thursday,6,44.0,182743.52,0,-0.104,Ticket raised through support queue for Mobile App; customer notes how to and asks for next steps.,98,0,0,34.0,Ava,7,57.22028488506699,413.69851432747475,1,2025-10-17 07:01:36,1,24.98,Critical,1
TCK-202503775,ACC-58717,SMB,London,web,Reporting,service_outage,High,2026-02-19 07:08:00,Thursday,7,0.0,3203.7,0,-0.215,Customer reports service outage in Reporting. They need help because a compliance deadline is near. deadline.,109,1,0,9.0,Noah,10,14.681544372674887,263.01723688854656,0,2026-02-19 22:26:25,0,15.31,High,0
TCK-202503776,ACC-74213,Mid-Market,Greater Manchester,partner portal,Mobile App,how_to,Medium,2026-02-02 17:27:00,Monday,17,6.0,4129.71,6,0.871,The user cannot complete a workflow in Mobile App. Error appears during how to.,79,0,0,43.0,Isla,35,1.4759851384171905,974.2112515731407,0,2026-02-03 11:31:31,0,18.08,Medium,0
TCK-202503777,ACC-30881,Enterprise,South West,web,Reporting,bug,Critical,2025-11-26 17:05:00,Wednesday,17,31.0,52214.45,1,-0.172,Account team escalated a customer case connected to Reporting. Main issue: bug.,79,0,0,14.0,Leo,24,19.191279541517616,530.4646695710493,0,2025-11-27 13:59:52,1,20.91,Critical,1
TCK-202503778,ACC-59728,SMB,London,partner portal,Data Export,bug,Medium,2026-02-15 09:18:00,Sunday,9,11.0,11176.53,2,-0.072,Client asks for urgent support regarding bug; impact: the issue affects only one user.,86,0,0,26.0,Noah,1,8.367309865678676,453.09194621931005,0,2026-02-16 17:32:26,0,32.24,Medium,0
TCK-202503779,ACC-94036,Mid-Market,Greater Manchester,chat,Workflow Automation,performance,Critical,2025-10-19 03:22:00,Sunday,3,27.0,70309.32,5,0.666,Account team escalated a customer case connected to Workflow Automation. Main issue: performance. critical.,107,1,0,32.0,Harry,26,13.86029883800377,469.0275006345274,0,2025-10-20 00:34:23,1,21.21,Critical,1
TCK-202503780,ACC-10483,SMB,London,partner portal,Billing,integration_failure,Critical,2026-02-05 10:46:00,Thursday,10,42.0,7861.62,4,-0.382,Ticket raised through support queue for Billing; customer notes integration failure and asks for next steps. urgent.,116,1,0,81.0,Sophie,4,31.813296789410483,1362.840201562571,0,2026-02-07 02:02:26,1,39.27,Critical,1
TCK-202503781,ACC-36831,Mid-Market,West Midlands,email,Data Export,data_quality,Critical,2025-11-07 03:41:00,Friday,3,21.0,15243.36,3,-0.054,The user cannot complete a workflow in Data Export. Error appears during data quality.,86,0,0,43.0,Grace,31,32.48476137051743,161.92673080686197,1,2025-11-08 06:00:03,1,26.32,Critical,1
TCK-202503782,ACC-94248,Public Sector,Yorkshire,chat,Billing,billing_query,Critical,2025-12-31 01:35:00,Wednesday,1,24.0,85851.21,0,0.33,Ticket raised through support queue for Billing; customer notes billing query and asks for next steps.,102,0,0,45.0,Isla,1,9.887716506461626,861.6049194611417,0,2026-01-01 08:40:22,1,31.09,Critical,1
TCK-202503783,ACC-24222,Mid-Market,Scotland,email,Data Export,data_quality,Critical,2025-11-29 21:37:00,Saturday,21,0.0,20142.18,0,-0.722,The user cannot complete a workflow in Data Export. Error appears during data quality.,86,0,0,39.0,Ava,16,59.99859053433907,1168.9515202402288,0,2025-12-01 12:35:16,1,38.97,Critical,1
TCK-202503784,ACC-27755,SMB,Yorkshire,chat,Billing,access_request,High,2026-02-09 04:50:00,Monday,4,47.0,9950.39,0,-0.474,Account team escalated a customer case connected to Billing. Main issue: access request.,88,0,0,31.0,Mia,19,88.38202240555778,877.4255891148259,0,2026-02-10 13:07:37,1,32.29,High,1
TCK-202503785,ACC-64492,Enterprise,East Midlands,web,Data Export,billing_query,Critical,2025-09-23 01:42:00,Tuesday,1,53.0,170251.78,2,0.075,Ticket raised through support queue for Data Export; customer notes billing query and asks for next steps.,106,0,0,39.0,Mia,10,44.84901580769521,409.3610585302349,0,2025-09-24 07:26:20,1,29.74,Critical,1
TCK-202503786,ACC-29604,Enterprise,South East,web,Payments,bug,Critical,2025-10-09 22:17:00,Thursday,22,37.0,92764.07,3,0.561,The user cannot complete a workflow in Payments. Error appears during bug.,74,0,0,5.0,Harry,13,7.130015078586633,554.4785558150012,0,2025-10-10 14:06:24,1,15.82,Critical,1
TCK-202503787,ACC-20796,SMB,East Midlands,web,Reporting,access_request,Medium,2025-12-05 09:20:00,Friday,9,0.0,7184.89,0,0.243,Client asks for urgent support regarding access request; impact: monthly reporting is delayed.,94,0,0,66.0,Harry,35,1.2943182520556116,672.595121407392,0,2025-12-06 06:12:49,0,20.88,Medium,0
TCK-202503788,ACC-32367,Mid-Market,London,email,Workflow Automation,billing_query,High,2026-01-26 14:34:00,Monday,14,33.0,2914.65,0,-0.094,Client asks for urgent support regarding billing query; impact: payment processing is blocked. Customer mentions billing dispute.,129,0,1,76.0,George,18,6.728323692435288,872.5101122480902,0,2026-01-27 03:44:13,0,13.17,High,0
TCK-202503789,ACC-35479,SMB,East Midlands,web,Api Integration,service_outage,Critical,2026-01-27 02:29:00,Tuesday,2,24.0,24955.17,7,0.457,Account team escalated a customer case connected to API Integration. Main issue: service outage. critical.,106,1,0,37.0,Isla,11,3.125233617942842,526.0449209315752,0,2026-01-28 03:34:25,1,25.09,Critical,1
TCK-202503790,ACC-19766,Mid-Market,West Midlands,phone,Data Export,data_quality,Medium,2025-09-19 04:13:00,Friday,4,30.0,8350.94,2,0.212,Account team escalated a customer case connected to Data Export. Main issue: data quality.,90,0,0,19.0,Sophie,40,3.0486655344805063,209.0592302344962,0,2025-09-20 03:44:03,0,23.52,Medium,0
TCK-202503791,ACC-78333,Mid-Market,East Midlands,chat,Mobile App,how_to,High,2025-10-18 03:51:00,Saturday,3,25.0,8609.14,12,-0.02,Client asks for urgent support regarding how to; impact: payment processing is blocked.,87,0,0,26.0,Leo,42,12.531019073209011,223.3251314526929,0,2025-10-18 23:07:07,0,19.27,High,0
TCK-202503792,ACC-14812,SMB,South West,chat,Payments,performance,Critical,2025-10-09 09:26:00,Thursday,9,48.0,27214.32,6,0.68,Client asks for urgent support regarding performance; impact: an integration partner is blocked.,96,0,0,40.0,Harry,11,59.29917012025875,920.8153936385728,0,2025-10-11 00:32:14,1,39.1,Critical,1
TCK-202503793,ACC-28818,SMB,Greater Manchester,chat,Reporting,data_quality,Critical,2025-12-16 09:27:00,Tuesday,9,27.0,17248.3,0,0.174,The user cannot complete a workflow in Reporting. Error appears during data quality.,84,0,0,70.0,Harry,12,26.86665460455555,951.2597588735897,0,2025-12-18 09:09:52,1,47.71,Critical,1
TCK-202503794,ACC-75652,SMB,South West,chat,Reporting,data_quality,Critical,2026-02-26 17:16:00,Thursday,17,40.0,34896.5,7,0.288,The user cannot complete a workflow in Reporting. Error appears during data quality.,84,0,0,18.0,Noah,34,7.060357900275973,489.7387279783063,0,2026-02-27 10:57:41,1,17.69,Critical,1
TCK-202503795,ACC-81182,SMB,South West,email,Reporting,integration_failure,Critical,2025-12-13 05:41:00,Saturday,5,21.0,19710.58,3,0.004,The user cannot complete a workflow in Reporting. Error appears during integration failure. ASAP.,97,1,0,47.0,Isla,32,7.740124291150945,1061.7017013745156,0,2025-12-14 16:22:11,1,34.69,Critical,1
TCK-202503796,ACC-72730,SMB,Yorkshire,chat,Reporting,bug,High,2025-09-17 05:46:00,Wednesday,5,16.0,11079.62,3,-0.118,Customer reports bug in Reporting. They need help because an integration partner is blocked.,92,0,0,10.0,Amelia,25,26.590029859717827,2.872301690297124,0,2025-09-17 22:31:02,1,16.75,High,0
TCK-202503797,ACC-39202,SMB,West Midlands,email,Api Integration,how_to,Medium,2025-12-11 11:42:00,Thursday,11,28.0,9562.03,0,-0.421,Ticket raised through support queue for API Integration; customer notes how to and asks for next steps.,103,0,0,40.0,Ava,1,15.091843680056684,159.07057480905635,0,2025-12-12 14:54:55,0,27.22,Medium,0
TCK-202503798,ACC-62507,SMB,East Midlands,phone,Account Access,performance,Critical,2025-09-01 07:40:00,Monday,7,9.0,9171.99,0,0.795,Account team escalated a customer case connected to Account Access. Main issue: performance.,92,0,0,13.0,Muhammad,5,11.29211129856137,531.6151609439236,0,2025-09-01 22:24:20,1,14.74,Critical,1
TCK-202503799,ACC-50116,SMB,West Midlands,email,Mobile App,billing_query,High,2025-10-07 10:34:00,Tuesday,10,12.0,30723.47,5,0.368,Ticket raised through support queue for Mobile App; customer notes billing query and asks for next steps.,105,0,0,36.0,Amelia,9,25.9040492656652,555.2539685870944,0,2025-10-07 16:49:05,0,6.25,High,0
TCK-202503800,ACC-85199,SMB,Wales,email,Payments,bug,High,2025-11-22 18:30:00,Saturday,18,52.0,8781.58,5,0.312,Account team escalated a customer case connected to Payments. Main issue: bug.,78,0,0,57.0,Ava,19,32.186220985531975,814.8674579382588,1,2025-11-23 13:06:02,0,18.6,High,0
TCK-202503801,ACC-46655,SMB,Wales,email,Workflow Automation,performance,Medium,2026-01-07 19:04:00,Wednesday,19,42.0,4213.98,3,0.321,The user cannot complete a workflow in Workflow Automation. Error appears during performance.,93,0,0,24.0,Leo,20,9.320929611792518,881.3910052999277,0,2026-01-08 12:08:14,0,17.07,Medium,0
TCK-202503802,ACC-58545,SMB,Yorkshire,email,Data Export,how_to,Medium,2026-01-27 17:58:00,Tuesday,17,48.0,5383.79,3,-0.009,Client asks for urgent support regarding how to; impact: the renewal review is due. escalate.,93,1,0,16.0,Muhammad,32,3.2216620767037196,314.26409413708393,0,2026-01-27 22:18:54,0,4.35,Medium,0
TCK-202503803,ACC-64322,Mid-Market,Wales,chat,Api Integration,performance,Critical,2026-01-27 19:09:00,Tuesday,19,21.0,47251.61,12,-0.384,The user cannot complete a workflow in API Integration. Error appears during performance.,89,0,0,25.0,Amelia,1,7.101639476953894,394.1791873683102,1,2026-01-29 07:15:44,1,36.11,Critical,1
TCK-202503804,ACC-68849,Mid-Market,London,chat,Billing,how_to,High,2026-01-24 10:38:00,Saturday,10,33.0,35422.17,0,1.0,Ticket raised through support queue for Billing; customer notes how to and asks for next steps.,95,0,0,41.0,Grace,1,26.780643532324554,436.2993044272705,0,2026-01-24 22:44:32,0,12.11,High,0
TCK-202503805,ACC-45639,Mid-Market,South East,chat,Reporting,bug,Critical,2025-11-12 07:03:00,Wednesday,7,37.0,26499.91,6,-0.506,Ticket raised through support queue for Reporting; customer notes bug and asks for next steps.,94,0,0,47.0,Mia,20,64.97908415286969,460.73577584529323,0,2025-11-13 16:06:23,1,33.06,Critical,1
TCK-202503806,ACC-75202,Mid-Market,Wales,phone,Billing,data_quality,Medium,2025-11-02 06:40:00,Sunday,6,29.0,2748.87,0,-0.211,Client asks for urgent support regarding data quality; impact: an integration partner is blocked.,97,0,0,36.0,George,32,0.9649254937893823,1120.6432186648044,0,2025-11-03 11:57:50,0,29.3,Medium,0
TCK-202503807,ACC-27637,Mid-Market,East Midlands,web,Api Integration,data_quality,Critical,2026-01-29 21:08:00,Thursday,21,37.0,16076.9,11,0.136,Account team escalated a customer case connected to API Integration. Main issue: data quality. escalate.,104,1,0,33.0,Sophie,17,16.77384870439591,512.0158097693773,0,2026-01-31 13:48:54,1,40.68,Critical,1
TCK-202503808,ACC-95593,Mid-Market,East Midlands,phone,Billing,bug,High,2026-01-13 02:30:00,Tuesday,2,20.0,10719.18,1,-0.077,Ticket raised through support queue for Security; customer notes bug and asks for next steps.,93,0,0,11.0,Noah,7,32.90161781155375,472.82554308985743,0,2026-01-14 05:02:02,1,26.53,High,1
TCK-202503809,ACC-23381,Mid-Market,Scotland,chat,Api Integration,integration_failure,Critical,2026-02-07 02:26:00,Saturday,2,46.0,33328.7,0,-0.188,The user cannot complete a workflow in API Integration. Error appears during integration failure. escalate.,107,1,0,47.0,Harry,44,5.1915106606666255,695.0051969358587,0,2026-02-07 11:20:11,1,8.9,Critical,1
TCK-202503810,ACC-57705,SMB,Wales,phone,Workflow Automation,performance,High,2025-11-30 12:05:00,Sunday,12,36.0,12958.5,1,-0.271,The user cannot complete a workflow in Workflow Automation. Error appears during performance.,93,0,0,39.0,Isla,28,3.0532097943221337,715.1127878027921,0,2025-12-01 10:26:06,0,22.35,High,0
TCK-202503811,ACC-62764,Mid-Market,Scotland,email,Account Access,service_outage,Critical,2025-09-05 09:10:00,Friday,9,13.0,49609.47,4,-0.009,Account team escalated a customer case connected to Account Access. Main issue: service outage. deadline.,105,1,0,43.0,Sophie,17,34.483628967234054,93.15508318498716,0,2025-09-07 04:38:42,1,43.48,Critical,1
TCK-202503812,ACC-25460,SMB,South East,web,Billing,bug,High,2025-09-30 10:34:00,Tuesday,10,21.0,2832.25,2,-0.012,Client asks for urgent support regarding bug; impact: several end users are affected.,85,0,0,68.0,George,8,1.441660645125455,844.8392174082148,0,2025-10-01 16:22:51,1,29.81,High,1
TCK-202503813,ACC-75056,SMB,South West,web,Account Access,how_to,Medium,2026-01-15 09:23:00,Thursday,9,40.0,5118.64,4,-0.315,Customer reports how to in Account Access. They need help because monthly reporting is delayed.,95,0,0,48.0,Oliver,31,4.529316342729793,710.8106562500241,0,2026-01-15 21:53:26,0,12.51,Medium,0
TCK-202503814,ACC-46321,Enterprise,Scotland,web,Api Integration,performance,High,2025-11-07 10:43:00,Friday,10,59.0,9859.69,0,-0.664,Ticket raised through support queue for API Integration; customer notes performance and asks for next steps.,108,0,0,26.0,Noah,25,13.16675348176826,195.61685859331018,0,2025-11-08 05:59:49,0,19.28,High,0
TCK-202503815,ACC-52561,SMB,South East,web,Api Integration,billing_query,Critical,2026-01-18 02:22:00,Sunday,2,0.0,32734.8,4,-0.248,The user cannot complete a workflow in API Integration. Error appears during billing query. Customer mentions invoice correction.,129,0,1,31.0,George,16,17.49860328670269,379.47740510938024,0,2026-01-19 21:49:52,1,43.46,Critical,1
TCK-202503816,ACC-96331,SMB,Wales,email,Mobile App,how_to,High,2025-11-08 08:15:00,Saturday,8,20.0,11852.37,1,0.296,Ticket raised through support queue for mobile app; customer notes how to and asks for next steps.,98,0,0,56.0,Isla,21,32.60888649580657,719.2676994298558,0,2025-11-09 05:32:07,1,21.29,High,0
TCK-202503817,ACC-86339,Public Sector,South West,email,Api Integration,integration_failure,Critical,2026-01-20 21:36:00,Tuesday,21,64.0,37270.69,0,-0.77,Ticket raised through support queue for API Integration; customer notes integration failure and asks for next steps. urgent.,124,1,0,48.0,Muhammad,35,42.75793386660175,439.8498163367713,0,2026-01-21 14:07:16,1,16.52,Critical,1
TCK-202503818,ACC-11324,SMB,South West,chat,Reporting,billing_query,High,2025-10-14 21:12:00,Tuesday,21,41.0,30802.97,2,-0.044,The user cannot complete a workflow in Reporting. Error appears during billing query.,85,0,0,34.0,Ava,39,0.3405953966341308,601.9866172241509,0,2025-10-15 15:13:05,1,18.02,High,0
TCK-202503819,ACC-12689,SMB,Yorkshire,phone,Api Integration,performance,High,2026-01-10 21:38:00,Saturday,21,21.0,12982.86,4,0.536,Account team escalated a customer case connected to api integration. Main issue: performance.,93,0,0,28.0,Amelia,47,36.47593548401156,235.09536193993057,0,2026-01-12 03:53:10,1,30.25,High,1
TCK-202503820,ACC-95239,Enterprise,Northern Ireland,web,Mobile App,how_to,Critical,2025-09-24 01:44:00,Wednesday,1,66.0,551497.67,1,-0.217,Client asks for urgent support regarding how to; impact: the issue affects only one user.,89,0,0,20.0,Mia,12,11.936861894908565,571.8878267979915,0,2025-09-24 19:07:30,1,17.39,Critical,1
TCK-202503821,ACC-22139,Mid-Market,Greater Manchester,email,Reporting,performance,High,2025-10-06 18:00:00,Monday,18,42.0,4824.91,1,0.061,Customer reports performance in Reporting. They need help because the renewal review is due.,92,0,0,36.0,Sophie,34,19.705020746058107,592.7176933928155,0,2025-10-07 10:54:43,1,16.91,High,0
TCK-202503822,ACC-82840,Mid-Market,South West,web,Payments,performance,High,2025-12-21 01:27:00,Sunday,1,20.0,18764.17,1,-0.813,Client asks for urgent support regarding performance; impact: monthly reporting is delayed. deadline.,101,1,0,28.0,Leo,32,1.6857749047577715,598.9330255684413,0,2025-12-22 02:25:24,1,24.97,High,1
TCK-202503823,ACC-95023,Mid-Market,South West,partner portal,Billing,data_quality,High,2025-11-10 22:06:00,Monday,22,25.0,13803.98,2,0.96,The user cannot complete a workflow in Billing. Error appears during data quality.,82,0,0,13.0,Grace,24,39.560973421779806,458.69091398220974,0,2025-11-12 01:13:32,1,27.13,Critical,1
TCK-202503824,ACC-42875,Mid-Market,South East,email,Billing,billing_query,High,2025-10-28 02:27:00,Tuesday,2,26.0,1510.64,5,-0.111,Customer reports billing query in Payments. They need help because an integration partner is blocked.,101,0,0,15.0,George,1,74.10024879357827,276.4561508014989,0,2025-10-29 01:01:54,1,22.58,High,0
TCK-202503825,ACC-65987,Enterprise,Wales,phone,Workflow Automation,bug,Critical,2026-01-01 14:02:00,Thursday,14,15.0,169892.31,2,0.14,Account team escalated a customer case connected to Workflow Automation. Main issue: bug.,89,0,0,43.0,Grace,42,7.194573549304942,513.6616044993167,0,2026-01-02 05:39:45,1,15.63,Critical,1
TCK-202503826,ACC-11490,Mid-Market,Northern Ireland,web,Reporting,refund_request,Medium,2026-02-23 17:42:00,Monday,17,0.0,10998.77,0,-0.537,Ticket raised through support queue for Reporting; customer notes refund request and asks for next steps.,105,0,0,26.0,Sophie,30,4.16366752177244,108.81657164290912,0,2026-02-24 04:31:35,0,10.83,Medium,0
TCK-202503827,ACC-85510,Mid-Market,London,web,Api Integration,integration_failure,Critical,2025-11-29 20:13:00,Saturday,20,30.0,9037.8,0,-0.5,Ticket raised through support queue for API Integration; customer notes integration failure and asks for next steps. blocked.,125,1,0,33.0,Amelia,32,19.41227475020007,504.50828016637143,0,2025-12-01 00:54:49,1,28.7,Critical,1
TCK-202503828,ACC-36833,SMB,South West,email,Payments,how_to,Medium,2026-02-09 00:55:00,Monday,0,40.0,8792.35,15,0.074,Ticket raised through support queue for Payments; customer notes how to and asks for next steps.,96,0,0,1.0,Ava,11,7.219444544374318,673.027666759873,0,2026-02-09 23:39:56,0,22.75,Medium,0
TCK-202503829,ACC-76164,SMB,Scotland,phone,Billing,integration_failure,Critical,2026-02-26 11:09:00,Thursday,11,24.0,7153.42,10,0.076,Customer reports integration failure in Billing. They need help because an integration partner is blocked. deadline.,116,1,0,38.0,Harry,35,39.74431913558542,1129.6835235029062,0,2026-02-27 19:27:38,1,32.31,Critical,1
TCK-202503830,ACC-37603,Mid-Market,South West,web,Api Integration,data_quality,Critical,2026-01-30 12:57:00,Friday,12,15.0,572241.77,2,-0.505,The user cannot complete a workflow in API Integration. Error appears during data quality.,90,0,0,32.0,Ava,27,10.79812948030704,691.9906118013616,0,2026-01-31 05:11:00,1,16.23,Critical,1
TCK-202503831,ACC-88264,SMB,London,phone,Mobile App,refund_request,High,2026-02-15 02:25:00,Sunday,2,45.0,15392.26,4,-0.031,Customer reports refund request in Mobile App. They need help because a senior stakeholder is waiting. Customer mentions credit.,128,0,1,13.0,George,27,9.57278872530797,4.876365427809256,0,2026-02-16 04:59:06,1,26.57,High,1
TCK-202503832,ACC-53977,Enterprise,London,email,Api Integration,access_request,Critical,2025-12-04 21:22:00,Thursday,21,30.0,77096.77,0,-0.36,Account team escalated a customer case connected to API Integration. Main issue: access request.,96,0,0,6.0,Noah,14,0.7301973689300763,4.275768474321481,0,2025-12-05 04:50:30,1,7.48,Critical,1
TCK-202503833,ACC-12956,SMB,Northern Ireland,chat,Payments,bug,Critical,2025-11-26 08:51:00,Wednesday,8,55.0,46394.36,0,-1.0,Client asks for urgent support regarding bug; impact: payment processing is blocked.,84,0,0,19.0,Isla,16,12.29139505337461,725.8499448258019,0,2025-11-26 13:45:20,0,4.91,Critical,0
TCK-202503834,ACC-45990,Enterprise,Scotland,phone,Reporting,service_outage,Critical,2026-01-16 00:38:00,Friday,0,48.0,7668.04,3,0.086,The user cannot complete a workflow in Reporting. Error appears during service outage. ASAP.,92,1,0,46.0,Grace,12,3.4220315247639186,714.0639861593985,0,2026-01-16 22:36:04,1,21.97,Critical,1
TCK-202503835,ACC-52872,Mid-Market,South West,chat,Billing,how_to,High,2025-12-20 02:18:00,Saturday,2,20.0,4999.36,12,0.44,Account team escalated a customer case connected to Billing. Main issue: how to.,80,0,0,16.0,Harry,34,29.439927676597623,244.95736008531944,1,2025-12-21 10:21:10,1,32.05,High,1
TCK-202503836,ACC-31798,Public Sector,West Midlands,email,Account Access,service_outage,Critical,2026-02-04 13:13:00,Wednesday,13,22.0,119261.97,0,0.019,The user cannot complete a workflow in Account Access. Error appears during service outage. deadline.,101,1,0,0.0,Amelia,25,22.653687701429565,191.17021546068582,0,2026-02-05 14:18:01,1,25.08,Critical,1
TCK-202503837,ACC-45590,Mid-Market,Yorkshire,email,Api Integration,access_request,Medium,2026-01-10 00:58:00,Saturday,0,25.0,20671.43,1,0.532,Account team escalated a customer case connected to API Integration. Main issue: access request.,96,0,0,15.0,Sophie,33,20.112489815735664,464.4837806128115,1,2026-01-10 08:06:57,0,7.15,Medium,0
TCK-202503838,ACC-23653,Enterprise,West Midlands,web,Data Export,refund_request,Critical,2025-11-22 15:35:00,Saturday,15,51.0,27589.68,2,-1.0,The user cannot complete a workflow in Data Export. Error appears during refund request. ASAP.,94,1,0,52.0,Ava,7,41.46186332304281,1562.376657160727,0,2025-11-23 23:07:09,1,31.54,Critical,1
TCK-202503839,ACC-79382,SMB,London,email,Mobile App,access_request,High,2026-01-25 23:16:00,Sunday,23,39.0,16933.88,3,-0.459,Client asks for urgent support regarding access request; impact: a senior stakeholder is waiting.,97,0,0,45.0,Noah,1,0.5913594186588988,596.7625913262747,0,2026-01-26 22:25:42,0,23.16,High,0
TCK-202503840,ACC-70902,Mid-Market,Wales,chat,Data Export,bug,Critical,2025-09-03 15:19:00,Wednesday,15,49.0,16229.13,2,0.105,Client asks for urgent support regarding bug; impact: monthly reporting is delayed.,83,0,0,56.0,Sophie,1,18.7682314111212,470.2996827650822,0,2025-09-04 10:52:40,1,19.56,Critical,1
TCK-202503841,ACC-78992,Enterprise,Northern Ireland,email,Billing,service_outage,Critical,2025-11-07 08:30:00,Friday,8,31.0,110577.69,0,-1.0,Client asks for urgent support regarding service outage; impact: payment processing is blocked. urgent.,103,1,0,32.0,Mia,21,8.891091777555246,858.53654475216,0,2025-11-08 16:19:41,1,31.83,Critical,1
TCK-202503842,ACC-68477,SMB,South East,email,Data Export,service_outage,Critical,2025-12-22 22:38:00,Monday,22,30.0,9468.07,3,-0.042,Account team escalated a customer case connected to Data Export. Main issue: service outage. deadline.,102,1,0,26.0,Isla,44,29.012378316058722,4.882776737781265,0,2025-12-23 22:30:48,1,23.88,Critical,1
TCK-202503843,ACC-28217,Mid-Market,East Midlands,web,Reporting,performance,Critical,2026-01-02 21:18:00,Friday,21,25.0,8225.99,4,-0.811,Account team escalated a customer case connected to Reporting. Main issue: performance. ASAP.,93,1,0,35.0,Muhammad,23,3.4294872570728283,191.95348800121815,0,2026-01-03 21:45:32,1,24.46,Critical,1
TCK-202503844,ACC-39693,SMB,Wales,web,Payments,service_outage,Critical,2025-11-03 12:08:00,Monday,12,29.0,22119.4,0,-0.441,The user cannot complete a workflow in Payments. Error appears during service outage. escalate.,95,1,0,62.0,Noah,20,69.54258726332685,712.9566749463593,0,2025-11-05 05:01:28,1,40.89,Critical,1
TCK-202503845,ACC-93669,Mid-Market,West Midlands,phone,Workflow Automation,how_to,Critical,2026-02-24 21:32:00,Tuesday,21,35.0,43079.55,0,-0.462,Client asks for urgent support regarding how to; impact: monthly reporting is delayed.,86,0,0,34.0,Sophie,14,433.68647085488027,641.9384808980257,0,2026-03-02 19:06:44,1,141.58,Critical,1
TCK-202503846,ACC-84719,Enterprise,Yorkshire,chat,Data Export,billing_query,Critical,2025-09-08 01:04:00,Monday,1,33.0,31934.66,0,0.346,Client asks for urgent support regarding billing query; impact: the customer is threatening cancellation.,105,0,0,40.0,Harry,45,49.20347280967612,585.2317948706228,0,2025-09-09 03:03:43,1,26.0,Critical,1
TCK-202503847,ACC-25591,Enterprise,London,email,Security,data_quality,Critical,2026-01-03 21:14:00,Saturday,21,43.0,68754.58,0,-0.009,Ticket raised through support queue for Security; customer notes data quality and asks for next steps.,102,0,0,22.0,Ava,17,13.106810996147837,3.7730639801419246,0,2026-01-04 13:32:09,1,16.3,Critical,1
TCK-202503848,ACC-89462,SMB,Yorkshire,email,Billing,bug,Medium,2025-12-12 00:35:00,Friday,0,24.0,14644.89,0,0.616,The user cannot complete a workflow in Billing. Error appears during bug.,73,0,0,22.0,George,7,11.129943027663767,493.8091453455083,0,2025-12-13 12:03:01,0,35.47,Medium,0
TCK-202503849,ACC-11261,SMB,South West,email,Workflow Automation,refund_request,Critical,2026-02-16 13:20:00,Monday,13,16.0,14867.96,10,0.581,Customer reports refund request in workflow automation. They need help because the customer is threatening cancellation.,120,0,0,28.0,Noah,24,512.8516010270288,248.7577880731851,0,2026-02-22 15:22:08,1,146.04,Critical,1
TCK-202503850,ACC-29898,Mid-Market,Scotland,phone,Payments,performance,High,2025-12-08 16:44:00,Monday,16,40.0,13678.76,8,0.809,Account team escalated a customer case connected to Payments. Main issue: performance.,86,0,0,46.0,Sophie,21,11.165303988457145,692.1930041492179,0,2025-12-10 04:35:19,1,35.86,High,1
TCK-202503851,ACC-32953,SMB,London,email,Account Access,access_request,Medium,2025-09-21 00:31:00,Sunday,0,46.0,29646.72,0,0.213,Client asks for urgent support regarding access request; impact: the issue affects only one user.,97,0,0,37.0,Harry,12,4.947164605695201,420.0147554437422,0,2025-09-21 17:17:20,0,16.77,Medium,0
TCK-202503852,ACC-92339,SMB,Wales,phone,Data Export,bug,Low,2025-09-19 22:43:00,Friday,22,0.0,5177.75,3,0.631,Client asks for urgent support regarding bug; impact: payment processing is blocked.,84,0,0,27.0,Isla,28,7.256041601605529,834.2090317274135,0,2025-09-20 22:57:39,0,24.24,Low,0
TCK-202503853,ACC-89045,Mid-Market,Scotland,chat,Mobile App,billing_query,High,2025-10-02 19:49:00,Thursday,19,5.0,10007.97,0,-0.084,Customer reports billing query in Mobile App. They need help because monthly reporting is delayed.,98,0,0,58.0,George,37,12.530354383831282,1116.5550926068827,0,2025-10-03 11:20:18,0,15.52,High,0
TCK-202503854,ACC-19594,Mid-Market,Scotland,web,Security,billing_query,Critical,2026-01-15 09:37:00,Thursday,9,27.0,4039.59,0,0.898,The user cannot complete a workflow in Security. Error appears during billing query. critical. Customer mentions invoice correction.,132,1,1,32.0,Noah,28,55.49036028564931,513.5672716669717,0,2026-01-16 15:10:26,1,29.56,Critical,1
